"Provider Number","Network","Facility Name ","Address Line 1","Address Line 2","City","State ","Zip","County","Phone Number","Profit or Non-Profit","Chain Owned","Chain Organization ","ICH-CAHPS date","ICH-CAHPS data availability code","Lower box percent of patients-nephrologists’ communication and caring","Middle box percent of patients-nephrologists’ communication and caring","Top box percent of patients-nephrologists’ communication and caring","Lower box percent of patients-quality of dialysis center care and operations","Middle box percent of patients-quality of dialysis center care and operations","Top box percent of patients-quality of dialysis center care and operations","Lower box percent of patients-providing information to patients ","Top box percent of patients- providing information to patients","Lower box percent of patients-rating of the nephrologist ","Middle box percent of patients- rating of the nephrologist","Top box percent of patients- rating of the nephrologist","Lower box percent of patients-rating of the dialysis center staff ","Middle box percent of patients-rating of the dialysis center staff","Top box percent of patients-rating of the dialysis center staff ","Lower box percent of patients-rating of the dialysis facility","Middle box percent of patients-rating of the dialysis facility ","Top box percent of patients-rating of the dialysis facility","Total number of completed interviews from the Fall and Spring Surveys"
"312563","03","PHYSICIANS DIALYSIS BRICK","RENAL CENTER","150 BRICK BOULEVARD","BRICK","NJ","08723","OCEAN","7324772247","1","N","INDEPENDENT","22Apr2016-13Jan2017","001","9","19","72","9","18","73","14","86","12","18","70","6","16","78","2","11","87","53"
"312564","03","RCG HARRISON DC","620 ESSEX STREET","","HARRISON","NJ","07029","HUDSON","9734827772","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","14","15","71","18","14","68","16","84","15","27","58","5","19","76","5","9","86","56"
"312565","03","RV OLL SEWELL","RENAL CENTER","660 WOODBURY-GLASSBORO RD, SUITE 29","SEWELL","NJ","08080","GLOUCESTER","8564641172","1","Y","RENAL VENTURES MANAGEMENT","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"312566","03","VINELAND DIALYSIS","1318 SOUTH MAIN RD","BLDG. 3","VINELAND","NJ","08360","CUMBERLAND","8566910875","1","Y","DAVITA","22Apr2016-13Jan2017","001","26","23","51","21","22","57","20","80","20","36","44","11","30","59","17","16","67","46"
"332579","02","FMS-ATLANTIC PERITONEAL DIALYSIS CENTER","59-61 ATLANTIC AVENUE","","BROOKLYN","NY","11201","KINGS","7187804686","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"332580","02","UNIV. DIALYSIS CTR @ OSWEGO","180 WEST THIRD STREET","","OSWEGO","NY","13126","OSWEGO","3153423045","2","Y","DIALYSIS CLINIC, INC.","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"330141","02","BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER","101 HOSPITAL ROAD","","PATCHOGUE","NY","11772","SUFFOLK","6316547160","2","N","INDEPENDENT","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"330158","02","WEISS RENAL CTR","255 LAFAYETTE AVENUE","GOOD SAMARITAN HOSP","SUFFERN","NY","10901","ROCKLAND","8453685094","2","N","INDEPENDENT","22Apr2016-13Jan2017","001","16","13","71","17","15","68","20","80","7","32","61","2","38","60","11","33","56","45"
"330163","02","EASTERN NIAGARA HOSPITAL ESRD","2600 WILLIAM STREET","","NEWFANE","NY","14108","NIAGARA","7167785071","2","N","INDEPENDENT","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"312592","03","LIBERTY RUNNEMEDE","170 NINTH AVENUE UNIT B","","RUNNEMEDE","NJ","08078","CAMDEN","8563120101","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"312593","03","DAVITA PENNSAUKEN DIALYSIS CENTER","7024 KAIGHNS AVE","","CAMDEN","NJ","08109","CAMDEN","8564861145","1","Y","DAVITA","22Apr2016-13Jan2017","001","29","16","55","22","23","55","21","79","27","25","48","19","18","63","21","18","61","58"
"312594","03","LOURDES DIALYSIS AT INNOVA INC","3716 CHURCH ROAD","","MOUNT LAUREL","NJ","08054","BURLINGTON","8562220386","2","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"312595","03","FMC MADISON DIALYSIS AT MATAWAN","625 HIGHWAY 34","","MATAWAN","NJ","07747","MONMOUTH","7325660471","2","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"342612","06","NORTHSIDE DIALYSIS CENTER OF WAKE FOREST UNIVERISITY","500 WEST HANES MILL ROAD","","WINSTON SALEM","NC","27105","FORSYTH","3367440577","2","Y","WAKE FOREST UNIVERSITY","22Apr2016-13Jan2017","001","16","11","73","15","18","67","19","81","6","26","68","10","28","62","7","20","73","72"
"342613","06","BMA NORTHWEST GREENSBORO KIDNEY CENTER","2837 HORSEPEN CREEK","","GREENSBORO","NC","27410","GUILFORD","3366646869","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","12","14","74","13","23","64","22","78","10","21","69","9","37","54","8","25","67","55"
"342614","06","ELKIN DIALYSIS CENTER OF WAKE FOREST UNIVERSITY","941 JOHNSON RIDGE RD","","ELKIN","NC","28621","SURRY","3365274722","2","Y","WAKE FOREST UNIVERSITY","22Apr2016-13Jan2017","001","16","13","71","23","19","58","25","75","5","18","77","16","28","56","13","12","75","31"
"342615","06","FMC DIALYSIS SERVICES OF BRIGGS AVENUE","1209 SOUTH BRIGGS AVENUE","","DURHAM","NC","27703","DURHAM","9195989992","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","25","14","61","21","19","60","19","81","21","32","47","28","29","43","32","20","48","36"
"342616","06","DURHAM WEST DIALYSIS","4307 WESTERN PARK PLACE","SUITE 8","DURHAM","NC","27705","DURHAM","9193840712","1","Y","DAVITA","22Apr2016-13Jan2017","001","12","6","82","30","18","52","22","78","6","19","75","12","24","64","15","14","71","41"
"342617","06","CAROLINA DIALYSIS PITTSBORO","480 HILLSBORO STREET","SUITE 300","PITTSBORO","NC","27312","CHATHAM","9195450019","2","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"342618","06","FMC DIALYSIS SERVICES PLYMOUTH","734 US HIGHWAY 64 EAST","","PLYMOUTH","NC","27962","WASHINGTON","2527936300","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"332671","02","NEOMY DIALYSIS CENTER","1122 CONEY ISLAND AVENUE","","BROOKLYN","NY","11230","KINGS","7184341444","1","N","INDEPENDENT","22Apr2016-13Jan2017","001","23","15","62","16","19","65","31","69","23","27","50","4","39","57","6","26","68","89"
"332672","02","FMS-MONROE COMMUNITY DIALYSIS","435 EAST HENRIETTA ROAD","HOPE BLDG","ROCHESTER","NY","14620","MONROE","5852920076","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"332673","02","QUEENS-LONG ISLAND RENAL INSTITUTE","271-11 76TH AVENUE","","NEW HYDE PARK","NY","11040","QUEENS","7182892600","2","N","INDEPENDENT","22Apr2016-13Jan2017","001","20","12","68","14","14","72","22","78","11","28","61","5","25","70","4","18","78","48"
"322503","15","322503 FOUR CORNERS DIALYSIS FARMINGTON (DVA)","801 W BROADWAY","","FARMINGTON","NM","87401","SAN JUAN","5053252828","2","Y","DAVITA","22Apr2016-13Jan2017","001","51","16","33","41","24","35","36","64","47","24","29","36","32","32","34","34","32","81"
"322504","15","322504 ALBUQUERQUE KIDNEY CENTER (FMC)","11296 LOMAS BLVD NE","","ALBUQUERQUE","NM","87112","BERNALILLO","5052985557","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","27","20","53","17","27","56","27","73","23","32","45","12","26","62","11","22","67","44"
"322505","15","322505 LAS CRUCES DIALYSIS (FMC)","3875 FOOTHILLS RD","","LAS CRUCES","NM","88011","DONA ANA","5755225858","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","21","17","62","26","19","55","24","76","17","29","54","16","31","53","14","20","66","48"
"322506","15","322506 ALBUQUERQUE DIALYSIS (DCI)","1500 INDIAN SCHOOL RD NE","","ALBUQUERQUE","NM","87102","BERNALILLO","5057241500","2","Y","DIALYSIS CLINIC, INC.","22Apr2016-13Jan2017","001","8","15","77","11","22","67","12","88","0","19","81","0","21","79","0","19","81","39"
"332581","02","BROOKDALE PHYSICIANS DIALYSIS ASSOCIATES","9701 CHURCH AVE","","BROOKLYN","NY","11212","KINGS","7184954680","1","Y","RENAL RESEARCH INSTITUTE","22Apr2016-13Jan2017","001","19","14","67","34","22","44","35","65","21","39","40","33","42","25","30","43","27","54"
"332582","02","NEW YORK RENAL ASSOCIATES","3468 PARK AVENUE","","BRONX","NY","10456","BRONX","7184012836","1","N","INDEPENDENT","22Apr2016-13Jan2017","001","26","12","62","24","19","57","27","73","19","33","48","16","29","55","17","32","51","101"
"332583","02","QUEENS DIALYSIS CENTER","118-01 GUY R. BREWER BOULEVARD","","JAMAICA","NY","11434","QUEENS","7183416711","1","Y","DAVITA","22Apr2016-13Jan2017","001","25","15","60","25","20","55","33","67","21","30","49","17","29","54","21","25","54","82"
"332584","02","UNIV DIALYSIS CTR @ AUBURN","21 NELSON STREET","","AUBURN","NY","13021","CAYUGA","3152559004","2","Y","DIALYSIS CLINIC, INC.","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"332585","02","NEW YORK DIALYSIS SERVICES, INC.","120 VICTOR HEIGHTS PARKWAY","","VICTOR","NY","14564","ONTARIO","5857421250","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","31","15","54","23","18","59","21","79","24","28","48","17","20","63","21","17","62","32"
"332586","02","FMS-AMSTERDAM DIALYSIS CENTER","1810 RIVERFRONT CENTER","","AMSTERDAM","NY","12010","MONTGOMERY","5188424360","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","17","9","74","10","16","74","15","85","16","16","68","3","22","75","10","13","77","37"
"332729","02","KNICKERBOCKER DIALYSIS, INC","3525 WHITE PLAINS ROAD","STE. A","BRONX","NY","10467","BRONX","7186521013","1","Y","DAVITA","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"312596","03","FMC FAIRVIEW","155-161 BERGEN BLVD","","FAIRVIEW","NJ","07022","BERGEN","2019416601","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","10","16","74","13","23","64","19","81","4","26","70","16","21","63","13","24","63","43"
"312597","03","ST. JOSEPH'S WAYNE DIALYSIS","57 WILLOWBROOK BLVD","","WAYNE","NJ","07470","PASSAIC","9738902793","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"312598","03","FMC IRONBOUND","248 SOUTH STREET","","NEWARK","NJ","07114","ESSEX","9733440655","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","18","9","73","15","24","61","22","78","20","14","66","12","31","57","7","29","64","40"
"312599","03","MILLVILLE DIALYSIS","3 ELIZABETH AVENUE","","MILLVILLE","NJ","08332","CUMBERLAND","8567778800","1","Y","DAVITA","22Apr2016-13Jan2017","001","13","15","72","11","17","72","14","86","14","28","58","0","14","86","0","17","83","40"
"332612","02","FMS-MORRIS PARK","1325 MORRIS PARK AVENUE","","BRONX","NY","10461","BRONX","7185972255","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","23","16","61","22","17","61","26","74","13","45","42","11","32","57","10","30","60","62"
"332613","02","FMS-EASTCHESTER","1776 EASTCHESTER ROAD","","BRONX","NY","10461","BRONX","7187920470","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","16","19","65","17","23","60","33","67","9","36","55","12","26","62","8","22","70","86"
"332614","02","YORKTOWN AKC","2649 STRANG BOULEVARD","DIALYSIS CLINICS, INC","YORKTOWN HEIGHTS","NY","10598","WESTCHESTER","9149624005","2","Y","DIALYSIS CLINIC, INC.","22Apr2016-13Jan2017","001","14","7","79","13","18","69","21","79","2","19","79","6","28","66","4","21","75","48"
"312501","03","FMC IRVINGTON","10 CAMPTOWN  ROAD","","IRVINGTON","NJ","07111","ESSEX","9733991111","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","23","11","66","23","20","57","27","73","14","30","56","12","33","55","13","27","60","74"
"312502","03","FMC JERSEY CITY","107-123  PACIFIC AVENUE","","JERSEY CITY","NJ","07304","HUDSON","2014513760","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","22","12","66","27","18","55","27","73","14","29","57","11","38","51","8","26","66","77"
"332518","02","FMS-CENTRAL SUFFOLK  AKC","5225 NESCONSET HIGHWAY","UNIT #72 - BLDG.9","PT.JEFFERSN STATION","NY","11776","SUFFOLK","6313315600","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","18","15","67","20","17","63","21","79","11","27","62","12","28","60","14","20","66","83"
"332519","02","FMS-BAYSIDE DIALYSIS CENTER","201-10 NORTHERN BOULEVARD","","BAYSIDE","NY","11361","QUEENS","7184236638","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","20","13","67","25","21","54","26","74","14","33","53","16","43","41","24","31","45","56"
"332520","02","ROGOSIN INSTITUTE","505 EAST 70TH STREET","ROOM 252","NEW YORK","NY","10021","NEW YORK","2127461566","2","N","INDEPENDENT","22Apr2016-13Jan2017","001","16","15","69","28","19","53","28","72","14","24","62","17","31","52","15","26","59","83"
"332521","02","NASSAU DIALYSIS LLC","615 PENINSULA BOULEVARD","","HEMPSTEAD","NY","11550","NASSAU","5164836702","1","N","INDEPENDENT","22Apr2016-13Jan2017","001","13","23","64","15","22","63","21","79","6","36","58","8","34","58","7","37","56","56"
"332522","02","ROGOSIN INSTITUTE-NEPHROLOGY FOUNDATION OF BROOKLYN SOUTH","1845 MCDONALD AVENUE","","BROOKLYN","NY","11223","KINGS","6463170750","2","N","INDEPENDENT","22Apr2016-13Jan2017","001","7","15","78","20","25","55","25","75","3","29","68","14","33","53","11","28","61","89"
"322507","15","322507 SILVER CITY DIALYSIS (DCI)","1310 SUNSET LN","","SILVER CITY","NM","88061","GRANT","5755380208","2","Y","DIALYSIS CLINIC, INC.","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"322508","15","322508 ALAMOGORDO DIALYSIS (FMC)","2578 MEDICAL DR","","ALAMOGORDO","NM","88310","OTERO","5754379731","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"322509","15","322509 RIO RANCHO DIALYSIS (FMC)","1760 GRANDE BLVD STE 100","","RIO RANCHO","NM","87124","SANDOVAL","5058921880","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","38","18","44","19","25","56","28","72","31","30","39","9","34","57","8","34","58","48"
"322510","15","322510 GRANTS DIALYSIS (DCI)","1213 BONITA ST","","GRANTS","NM","87020","CIBOLA","5052855200","2","Y","DIALYSIS CLINIC, INC.","22Apr2016-13Jan2017","001","23","22","55","17","24","59","17","83","33","35","32","9","26","65","13","14","73","31"
"312532","03","RCG KENILWORTH","131 SOUTH 31ST STREET","","KENILWORTH","NJ","07033","UNION","9082410453","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","12","20","68","13","32","55","21","79","10","25","65","5","40","55","5","29","66","56"
"312533","03","RCG ORANGE DC","151 CENTRAL AVE","","ORANGE","NJ","07050","ESSEX","9736753400","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","24","9","67","25","16","59","28","72","14","32","54","15","33","52","17","22","61","42"
"312534","03","RCG WOODBURY DIALYSIS CTR","571 NORTH EVERGREEN AVE","","WOODBURY","NJ","08096","GLOUCESTER","8568538735","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"332730","02","KNICKERBOCKER DIALYSIS, INC.","445 WEST COMMERCIAL STREET","","EAST ROCHESTER","NY","14445","MONROE","5852180517","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"332731","02","MILLS POND DIALYSIS CENTER, LLC","134 GREAT EAST NECK ROAD","","WEST BABYLON","NY","11704","SUFFOLK","6315395600","1","N","INDEPENDENT","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"332732","02","KNICKERBOCKER DIALYSIS, INC","8 WEST PULTNEY STREET","DIALYSIS UNIT, SUITE 101","CORNING","NY","14830","STEUBEN","6079622790","1","Y","DAVITA","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"332733","02","SCHUYLER DIALYSIS","220 STEUBEN STREET","","MONTOUR FALLS","NY","14865","SCHUYLER","6072101997","2","Y","DAVITA","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"332734","02","GENESIS SERVICES","74-07 88TH STREET","","GLENDALE","NY","11385","QUEENS","6469311000","1","Y","GENESIS SERVICES LLC","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"332735","02","IVY DIALYSIS","602 IVY STREET","","ELMIRA","NY","14905","CHEMUNG","6077374186","2","Y","DAVITA","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"332736","02","FMS WESTMERE DIALYSIS CENTER","178 WASHINGTON AVE EXTENSION","","ALBANY","NY","12203","ALBANY","5184070505","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","103","","","","","","","","","","","","","","","","","",""
"332615","02","KNICKERBOCKER DIALYSIS, INC.","910 ERIE BOULEVARD EAST","","SYRACUSE","NY","13210","ONONDAGA","3154108040","1","Y","DAVITA","22Apr2016-13Jan2017","001","25","14","61","32","22","46","21","79","22","25","53","29","39","32","31","33","36","58"
"332617","02","DIALYSIS CLINIC INC, BRADHURST","19 BRADHURST AVENUE","","HAWTHORNE","NY","10532","WESTCHESTER","9145924366","2","Y","DIALYSIS CLINIC, INC.","22Apr2016-13Jan2017","001","7","9","84","6","17","77","13","87","0","30","70","0","8","92","0","5","95","40"
"332619","02","PELHAM PARKWAY DIALYSIS CENTER","1400 PELHAM PARKWAY SOUTH","BLDG 5 DIALYSIS CENTER","BRONX","NY","10461","BRONX","7184091909","1","N","INDEPENDENT","22Apr2016-13Jan2017","001","23","11","66","28","16","56","28","72","13","27","60","17","35","48","16","35","49","73"
"332620","02","NEW HYDE PARK DIALYSIS CENTER","NEW HYDE PARK DIALYSIS CENTER","1574 HILLSIDE AVENUE","NEW HYDE PARK","NY","11040","NASSAU","5163275555","1","N","INDEPENDENT","22Apr2016-13Jan2017","001","7","17","76","14","19","67","21","79","3","28","69","8","30","62","10","20","70","108"
"332713","02","FMS-FREEDOM CENTER OF BUFFALO","52 SOUTH UNION ROAD","","WILLIAMSVILLE","NY","14221","ERIE","7166306831","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","102","","","","","","","","","","","","","","","","","",""
"332714","02","ROGOSIN WEST SIDE","619 WEST 54TH STREET","","NEW YORK","NY","10019","NEW YORK","6463170402","2","N","INDEPENDENT","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"332715","02","HASTINGS HEMODIALYSIS CENTER","20 FOURTH STREET","","MALONE","NY","12953","FRANKLIN","5184812445","2","Y","AMERICAN RENAL ASSOCIATES","22Apr2016-13Jan2017","001","11","21","68","11","13","76","14","86","7","30","63","4","14","82","6","19","75","30"
"332523","02","FMS-CAPITAL DISTRICT DIALYSIS CENTER","650 MCCLELLAN STREET","","SCHENECTADY","NY","12304","SCHENECTADY","5183820202","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","20","21","59","24","22","54","20","80","23","8","69","19","22","59","23","16","61","59"
"332524","02","CITY DIALYSIS CENTER","105 EAST 106TH STREET","","NEW YORK","NY","10029","NEW YORK","2123486637","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","34","15","51","27","19","54","31","69","27","30","43","22","28","50","32","12","56","52"
"332658","02","EAST END DIALYSIS MANAGEMENT LLC","762 HARRISON AVENUE","SOUTH BUILDING","RIVERHEAD","NY","11901","SUFFOLK","6313692005","1","N","INDEPENDENT","22Apr2016-13Jan2017","001","15","20","65","15","17","68","32","68","13","42","45","6","29","65","8","23","69","52"
"332659","02","QUEENS DIALYSIS AT THE PAVILION, LLC","36-17 PARSONS BLVD","","FLUSHING","NY","11354","QUEENS","7188885300","1","N","INDEPENDENT","22Apr2016-13Jan2017","101","","","","","","","","","","","","","","","","","",""
"332660","02","LIVERPOOL DIALYSIS CENTER, LLC","1304 BUCKLEY ROAD","","SYRACUSE","NY","13212","ONONDAGA","3156719950","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","19","14","67","23","21","56","23","77","5","32","63","17","29","54","13","25","62","57"
"332661","02","MOUNT VERNON DIALYSIS,LLC","12 NORTH 7TH AVENUE","3RD FLOOR","MOUNT VERNON","NY","10550","WESTCHESTER","9146654343","1","N","INDEPENDENT","22Apr2016-13Jan2017","001","25","9","66","26","19","55","35","65","15","36","49","16","38","46","23","15","62","46"
"332662","02","BEDFORD PARK DIALYSIS CENTER","3119 WEBSTER AVENUE","","BRONX","NY","10467","BRONX","7189201530","1","Y","DAVITA","22Apr2016-13Jan2017","001","24","16","60","24","18","58","23","77","21","26","53","14","28","58","20","23","57","73"
"312535","03","RCG ATLANTIC CITY","1501 ATLANTIC AVE","RENAISSANCE PLAZA #18","ATLANTIC CITY","NJ","08401","ATLANTIC","6093450900","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","12","16","72","23","20","57","29","71","8","29","63","20","30","50","10","36","54","39"
"312536","03","FMC ENGLEWOOD DIALYSIS CENTER","350 ENGLE STREET FL 1","","ENGLEWOOD","NJ","07631","BERGEN","2015031401","1","Y","FRESENIUS MEDICAL CARE","22Apr2016-13Jan2017","001","17","18","65","22","26","52","29","71","10","33","57","5","31","64","12","26","62","71"
"312537","03","DAVITA ATLANTIC AKC","6 INDUSTRIAL WAY WEST","SUITE B","EATONTOWN","NJ","07724","MONMOUTH","7324601414","1","Y","DAVITA","22Apr2016-13Jan2017","001","17","17","66","26","19","55","22","78","17","18","65","24","31","45","18","33","49","48"
