"Provider number","Network","Facility name","Address line 1","Address line 2","City","State","Zip","County","Phone number","Profit or Non-Profit","Chain owned","Chain organization","ICH-CAHPS date","ICH-CAHPS date2","ICH-CAHPS data availability code","Lower box percent of patients nephrologists’ communication and caring","Middle box percent of patients nephrologists’ communication and caring","Top box percent of patients nephrologists’ communication and caring","Lower box percent of patients-quality of dialysis center care and operations","Middle box percent of patients-quality of dialysis center care and operations","Top box percent of patients-quality of dialysis center care and operations","Lower box percent of patients-providing information to patients","Top box percent of patients providing information to patients","Lower box percent of patients-rating of the nephrologist","Middle box percent of patients- rating of the nephrologist","Top box percent of patients- rating of the nephrologist","Lower box percent of patients-rating of the dialysis center staff","Middle box percent of patients-rating of the dialysis center staff","Top box percent of patients-rating of the dialysis center staff","Lower box percent of patients-rating of the dialysis facility","Middle box percent of patients-rating of the dialysis facility","Top box percent of patients-rating of the dialysis facility"
"232649","11","DAVITA - GLADWIN DIALYSIS","673 QUARTER ST","","GLADWIN","MI","48624","GLADWIN","(989) 246-0128","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","12","22","66","13","23","64","12","88","9","38","53","9","31","60","12","28","60"
"232650","11","FRESENIUS - IRON MOUNTAIN","1711 S STEPHENSON AVE","SUITE 130","IRON MOUNTAIN","MI","49801","DICKINSON","(906) 776-1393","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"232651","11","FMC - DUNDEE","129 HELLE BLVD","","DUNDEE","MI","48131","MONROE","(734) 529-3406","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"232653","11","DAVITA - DEARBORN AT HOME","22030 PARK ST","","DEARBORN","MI","48124","WAYNE","(313) 792-7343","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","102","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"232654","11","FMC - CASS RIVER","5414 ROLLING HILLS DR","","BRIDGEPORT","MI","48722","SAGINAW","(989) 777-1608","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"232655","11","FRESENIUS MEDICAL CARE - STURGIS","1276 KITSON ST","","STURGIS","MI","49091","SAINT JOSEPH","(269) 651-3025","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"232656","11","DAVITA - ORCHARD SQUARE DIALYSIS","1900 S TELEGRAPH RD STE 200","","BLOOMFIELD HILLS","MI","48302","OAKLAND","(248) 451-0954","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"232657","11","FMC - CARO DIALYSIS","95 ELMDOR DR","","CARO","MI","48723","TUSCOLA","(989) 673-2045","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"232658","11","WAYNE COUNTY DIALYSIS","20001 LIVERNOIS AVE STE 500","","DETROIT","MI","48221","WAYNE","(313) 861-0340","Profit","Yes","AMERICAN RENAL ASSOCIATES","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","17","14","69","5","20","75","16","84","12","25","63","3","30","67","5","27","68"
"232659","11","FMC - GULL ROAD","5010 GULL RD","SUITE 6","KALAMAZOO","MI","49048","KALAMAZOO","(269) 382-3012","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","16","11","73","14","28","58","25","75","12","13","75","15","42","43","9","25","66"
"232660","11","FMS - SHELDON CORNERS","6064 N SHELDON RD","","CANTON","MI","48187","WAYNE","(734) 207-6219","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"232661","11","DAVITA WEST BLOOMFIELD DIALYSIS","6010 W MAPLE RD STE 215","","WEST BLOOMFIELD","MI","48322","OAKLAND","(248) 539-1025","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","11","18","71","14","17","69","15","85","4","28","68","4","17","79","4","13","83"
"232662","11","FRESENIUS MEDICAL CARE - JACKSON OAKS","128 N ELM AVE","","JACKSON","MI","49202","JACKSON","(517) 787-1893","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","30","26","44","16","29","55","18","82","37","18","45","16","40","44","22","31","47"
"232663","11","DAVITA - BURTON DIALYSIS","4015 DAVISON RD","","BURTON","MI","48509","GENESEE","(810) 715-1312","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","18","17","65","19","23","58","20","80","14","33","53","17","22","61","7","23","70"
"232664","11","LIBERTY DIALYSIS AT LAKELAND - ROYALTON","3772 HOLLYWOOD RD","","SAINT JOSEPH","MI","49085","BERRIEN","(269) 428-7474","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","102","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"232665","11","DAVITA - RIVERWOOD DIALYSIS","24467 W 10 MILE RD","","SOUTHFIELD","MI","48033","OAKLAND","(248) 352-3137","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"232666","11","BEAUMONT DIALYSIS SVCS - FRANKLIN CENTER","26400 W 12 MILE RD STE 112","","SOUTHFIELD","MI","48034","OAKLAND","(248) 228-8777","Non-Profit","Yes","BEAUMONT HOSPITAL","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","10","18","72","14","19","67","23","77","8","21","71","6","26","68","2","23","75"
"232667","11","FMC - GARDEN CITY","27201 W WARREN ST","","DEARBORN HEIGHTS","MI","48127","WAYNE","(313) 274-5568","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","19","18","63","23","23","54","32","68","18","27","55","25","27","48","22","28","50"
"232668","11","LIBERTY DIALYSIS AT LAKELAND - NILES","8 LONGMEADOW VILLAGE DR","","NILES","MI","49120","BERRIEN","(269) 684-0116","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","16","22","62","20","24","56","19","81","15","31","54","6","31","63","6","30","64"
"232670","11","GREENFIELD HS - NORTHLAND PARK","21000 NORTHWESTERN HWY","","SOUTHFIELD","MI","48075","OAKLAND","(248) 557-7000","Profit","Yes","GREENFIELD HEALTH SYSTEMS","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","11","13","76","14","21","65","19","81","7","22","71","12","26","62","9","26","65"
"232671","11","US RENAL CARE WATERVLIET DIALYSIS","8816 RED ARROW HWY","","WATERVLIET","MI","49098","BERRIEN","(269) 463-3719","Profit","Yes","US RENAL CARE, INC.","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","8","15","77","12","21","67","12","88","1","14","85","2","16","82","1","24","75"
"232672","11","DAVITA - MT MORRIS","6141 N SAGINAW RD","","MOUNT MORRIS","MI","48458","GENESEE","(810) 787-8134","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"232673","11","RRC - DAVISON HOME","2031 FAIRWAY DR","","DAVISON","MI","48423","GENESEE","(810) 654-0160","Profit","Yes","RELIANT RENAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","102","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"232674","11","FRESENIUS MEDICAL CARE - MARQUETTE","1009 HARBOR HILLS DR","","MARQUETTE","MI","49855","MARQUETTE","(906) 226-5287","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","23","17","60","19","22","59","24","76","18","12","70","10","26","64","6","17","77"
"232675","11","DAVITA - MT PLEASANT DIALYSIS","404 S CRAPO ST","","MOUNT PLEASANT","MI","48858","ISABELLA","(989) 779-8724","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","9","10","81","13","17","70","10","90","6","13","81","9","18","73","6","18","76"
"232676","11","DAVITA - ALMA DIALYSIS","1730 WRIGHT AVE","","ALMA","MI","48801","GRATIOT","(989) 463-2366","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","10","21","69","8","27","65","17","83","2","23","75","2","18","80","2","22","76"
"232677","11","DAVITA - GREENVILLE DIALYSIS","101 S GREENVILLE WEST DR","","GREENVILLE","MI","48838","MONTCALM","(616) 225-9500","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"232678","11","DAVITA - APPLE AVE DIALYSIS","2480 E APPLE AVE","UNIT E","MUSKEGON","MI","49442","MUSKEGON","(231) 773-0597","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","17","22","61","15","27","58","20","80","18","16","66","12","15","73","9","13","78"
"232679","11","FRESENIUS MEDICAL CARE - LANSING WEST","916 MALL DR E STE 100","","LANSING","MI","48917","EATON","(517) 322-0894","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","12","23","65","12","23","65","16","84","15","27","58","7","22","71","4","18","78"
"232680","11","TOWN CENTER DIALYSIS - DAVITA","323 N MICHIGAN AVE","","SAGINAW","MI","48602","SAGINAW","(989) 791-3624","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","17","13","70","9","18","73","11","89","4","22","74","5","17","78","5","13","82"
"232681","11","ELIZABETH C HOSICK DIALYSIS CTR","225 PARK AVE","","FRANKFORT","MI","49635","BENZIE","(231) 352-2922","Profit","No","INDEPENDENT","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"232682","11","FMC - HILLSDALE","781 OLDS ST","","JONESVILLE","MI","49250","HILLSDALE","(517) 849-7474","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","21","13","66","14","27","59","21","79","19","33","48","9","37","54","3","36","61"
"232683","11","FRESENIUS MEDICAL CARE - HASTINGS","1230 W STATE ST STE C","","HASTINGS","MI","49058","BARRY","(269) 945-9003","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"232684","11","HARPER WOODS DIALYSIS OF DAVITA","19265 VERNIER RD","","HARPER WOODS","MI","48225","WAYNE","(313) 640-0271","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","20","13","67","15","21","64","14","86","15","21","64","8","20","72","9","20","71"
"232685","11","GHS WESTERN REGIONAL HOME DIALYSIS","39525 W 14 MILE RD STE 200","","NOVI","MI","48377","OAKLAND","(248) 668-4180","Non-Profit","Yes","GREENFIELD HEALTH SYSTEMS","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","102","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"232686","11","RIVERVIEW DIALYSIS OF DAVITA","18236 FORT ST","","RIVERVIEW","MI","48193","WAYNE","(734) 283-4513","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"232687","11","ANN ARBOR DIALYSIS OF DAVITA","3147 OAK VALLEY DR","","ANN ARBOR","MI","48108","WASHTENAW","(734) 213-5269","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"232688","11","FRESENIUS MEDICAL CARE AT BENTON HARBOR","338 8TH ST","","BENTON HARBOR","MI","49022","BERRIEN","(269) 605-0135","Profit","Yes","FRESENIUS MEDICAL CARE","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","001","15","16","69","21","23","56","23","77","13","39","48","22","24","54","14","24","62"
"232689","11","DAVITA - NORTON SHORES DIALYSIS","955 SEMINOLE RD","","MUSKEGON","MI","49441","MUSKEGON","(231) 780-0246","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"232690","11","DAVITA - WALKER DIALYSIS","2680 WALKER AVE NW STE A","","GRAND RAPIDS","MI","49544","KENT","(616) 735-1172","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"232691","11","HOME DIALYSIS SPECIALTY CENTER","29001 HARPER AVE","","SAINT CLAIR SHORES","MI","48081","MACOMB","(586) 778-0664","Profit","Yes","GREENFIELD HEALTH SYSTEMS","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","102","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"232692","11","DAVITA - GRAYLING HOME TRAINING","125 E MICHIGAN AVE","","GRAYLING","MI","49738","CRAWFORD","(989) 344-0805","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","102","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"232693","11","DAVITA - BELTLINE HOME TRAINING","330 E BELTLINE AVE NE STE 2047","","GRAND RAPIDS","MI","49506","KENT","(616) 285-7081","Profit","Yes","DAVITA","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","102","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"232694","11","DEARBORN KIDNEY CENTER, LLC","5111 AUTO CLUB DR","BLDG B, STE 120","DEARBORN","MI","48126","WAYNE","(313) 982-9788","Profit","Yes","AMERICAN RENAL ASSOCIATES","04/08/2015 - 06/30/2015","10/20/2015 - 01/11/2016","101","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
